"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"964","Brian Halonen","N.J","L","2","16.566666666667","10","12","45.45","8","8","50.00","4","5","44.44","0","0","-","0.47","0.36","56.68","3","2","60.00","2","1","66.67","0","0","-","1","1","50.00","0","0","-","9","8","52.94","0","0","-","0.00","100.00","1.000","1","8","0","19","100.00","3","9","3","50.00"
"494","Joey Anderson","CHI","R","55","745.13333333333","574","690","45.41","392","477","45.11","281","329","46.07","30","32","48.39","23.97","29.73","44.63","263","337","43.83","96","137","41.20","20","20","50.00","167","200","45.50","6","4","60.00","313","408","43.41","3","8","27.27","10.68","90.27","1.009","88","175","136","598","39.29","156","235","249","38.52"
"967","Nick Blankenburg","CBJ","D","12","194.58333333333","187","225","45.39","133","172","43.61","98","124","44.14","11","10","52.38","10.84","12.03","47.40","93","109","46.04","43","55","43.88","4","6","40.00","50","54","48.08","6","4","60.00","99","128","43.61","1","0","100.00","11.22","91.94","1.032","24","40","31","152","43.64","62","63","64","49.21"
"342","Garnet Hathaway","PHI","R","82","1024.0333333333","923","1111","45.38","667","683","49.41","466","441","51.38","35","51","40.70","41.94","46.12","47.63","399","489","44.93","179","184","49.31","15","25","37.50","220","305","41.90","11","19","36.67","531","700","43.14","6","7","46.15","7.51","88.44","0.959","123","261","238","872","34.07","232","338","395","37.00"
"574","Vinni Lettieri","MIN","C","46","440.95","378","455","45.38","281","317","46.99","176","215","45.01","14","22","38.89","16.33","17.54","48.22","155","199","43.79","56","81","40.88","8","9","47.06","99","118","45.62","3","8","27.27","223","277","44.60","3","5","37.50","7.95","89.77","0.977","36","66","66","389","35.29","70","97","133","34.48"
"901","Walker Duehr","CGY","R","40","324.66666666667","279","336","45.37","200","228","46.73","134","161","45.42","13","17","43.33","12.51","15.19","45.15","125","159","44.01","66","77","46.15","9","6","60.00","59","82","41.84","2","6","25.00","153","178","46.22","2","5","28.57","9.70","89.44","0.991","30","66","31","374","49.18","57","88","81","41.30"
"167","Dylan DeMelo","WPG","D","82","1781.7","1611","1942","45.34","1216","1424","46.06","846","976","46.43","94","72","56.63","80.47","96.77","45.40","745","895","45.43","319","396","44.62","52","44","54.17","426","499","46.05","32","19","62.75","985","1232","44.43","10","9","52.63","11.11","92.62","1.037","293","321","359","1239","44.94","610","509","696","46.71"
"107","Nicolas Deslauriers","PHI","L","60","488.96666666667","411","496","45.31","293","331","46.96","203","230","46.88","9","16","36.00","15.1","19.33","43.85","165","206","44.47","66","92","41.77","6","10","37.50","99","114","46.48","2","5","28.57","253","266","48.75","1","1","50.00","4.43","93.04","0.975","66","112","40","472","62.26","122","147","90","57.55"
"626","Alexandre Texier","CBJ","C","78","1184.1","1174","1417","45.31","827","1057","43.90","553","736","42.90","50","72","40.98","51.73","82.66","38.49","525","716","42.30","194","315","38.11","24","43","35.82","331","401","45.22","15","18","45.45","685","831","45.18","11","11","50.00","9.04","90.22","0.993","172","239","245","853","41.25","316","322","434","42.13"
"919","Zack Bolduc","STL","C","25","300.38333333333","232","280","45.31","184","211","46.58","130","143","47.62","13","13","50.00","9.85","12.02","45.04","105","123","46.05","36","65","35.64","7","5","58.33","69","58","54.33","6","6","50.00","155","167","48.14","0","2","0.00","10.00","90.91","1.009","44","44","30","250","59.46","76","65","71","51.70"
"913","Cole Sillinger","CBJ","C","77","1241.2","1208","1459","45.29","866","1072","44.69","604","759","44.31","53","79","40.15","55.07","80.89","40.50","548","718","43.29","210","285","42.42","27","38","41.54","338","433","43.84","18","23","43.90","729","888","45.08","8","17","32.00","8.77","89.59","0.984","214","272","273","843","43.94","396","362","434","47.71"
"103","Marcus Foligno","MIN","L","55","795.86666666667","671","811","45.28","472","576","45.04","328","389","45.75","29","37","43.94","29.55","41.13","41.81","292","363","44.58","116","152","43.28","15","21","41.67","176","211","45.48","7","6","53.85","387","588","39.69","3","10","23.08","8.84","90.49","0.993","111","172","228","497","32.74","204","243","376","35.17"
"692","Rasmus Kupari","WPG","C","28","255.95","192","232","45.28","134","174","43.51","89","124","41.78","3","14","17.65","7","10.66","39.63","74","102","42.05","26","54","32.50","2","8","20.00","48","48","50.00","1","5","16.67","116","149","43.77","0","1","0.00","3.37","88.71","0.921","43","58","52","205","45.26","66","84","83","44.30"
"247","Teddy Blueger","VAN","C","68","1015.65","855","1034","45.26","633","743","46.00","432","532","44.81","41","56","42.27","47.33","52.31","47.50","435","485","47.28","219","207","51.41","22","28","44.00","216","278","43.72","14","17","45.16","437","702","38.37","3","11","21.43","9.49","89.47","0.990","107","233","279","846","27.72","205","327","497","29.20"
"525","Logan Stanley","WPG","D","25","344.18333333333","310","375","45.26","237","257","47.98","165","175","48.53","13","11","54.17","13.52","17.11","44.14","134","179","42.81","53","68","43.80","8","7","53.33","81","111","42.19","3","3","50.00","177","201","46.83","2","1","66.67","7.88","93.71","1.016","34","77","45","302","43.04","77","102","92","45.56"
"194","Jonas Brodin","MIN","D","62","1447.4","1278","1546","45.25","912","1103","45.26","620","760","44.93","69","77","47.26","58.19","74.25","43.94","548","718","43.29","241","293","45.13","38","40","48.72","307","425","41.94","14","16","46.67","762","1057","41.89","10","19","34.48","11.13","89.87","1.010","180","255","282","856","38.96","431","448","621","40.97"
"292","Ryan Graves","PIT","D","70","1276.4166666667","1204","1457","45.25","880","1024","46.22","630","670","48.46","48","56","46.15","60.19","68.3","46.84","535","700","43.32","235","273","46.26","20","37","35.09","300","427","41.27","10","11","47.62","681","823","45.28","15","8","65.22","7.62","91.64","0.993","103","229","217","997","32.19","286","357","457","38.49"
"622","Ryan Poehling","PHI","C","77","1153.5","1088","1317","45.24","797","835","48.84","563","533","51.37","44","61","41.90","54.14","58.3","48.15","492","623","44.13","227","232","49.46","21","28","42.86","265","391","40.40","14","22","38.89","630","801","44.03","6","11","35.29","7.82","88.56","0.964","144","248","249","933","36.64","285","355","425","40.14"
"684","Alexander Alexeyev","WSH","D","39","534.15","427","517","45.23","288","340","45.86","193","223","46.39","15","23","39.47","17.83","20.26","46.81","202","203","49.88","84","82","50.60","11","10","52.38","118","121","49.37","2","9","18.18","241","318","43.11","2","4","33.33","7.77","89.69","0.975","37","67","66","515","35.92","132","111","140","48.53"
"516","Trent Frederic","BOS","C","82","1127.9833333333","970","1175","45.22","697","807","46.34","495","528","48.39","53","46","53.54","50.49","52.61","48.97","488","531","47.89","222","215","50.80","29","30","49.15","266","316","45.70","18","9","66.67","494","680","42.08","4","6","40.00","10.71","91.29","1.020","166","289","181","941","47.84","259","362","347","42.74"
"497","Max Lajoie","TOR","D","7","89.016666666667","66","80","45.21","43","57","43.00","31","37","45.59","4","2","66.67","2.06","3.13","39.74","29","37","43.94","10","6","62.50","2","0","100.00","19","31","38.00","2","2","50.00","33","44","42.86","0","0","-","12.90","94.59","1.075","18","17","7","85","72.00","26","22","13","66.67"
"588","Jaret Anderson-Dolan","L.A","C","30","328.9","295","358","45.18","209","252","45.34","152","175","46.48","11","17","39.29","13.57","16.13","45.70","133","164","44.78","62","66","48.44","5","11","31.25","71","98","42.01","5","6","45.45","171","213","44.53","1","0","100.00","7.24","90.29","0.975","58","59","30","285","65.91","94","85","80","54.02"
"624","Ian Mitchell","BOS","D","13","199","178","216","45.18","124","145","46.10","89","102","46.60","11","6","64.71","6.81","9.17","42.62","82","97","45.81","30","43","41.10","6","3","66.67","52","54","49.06","4","2","66.67","100","117","46.08","1","1","50.00","12.36","94.12","1.065","18","49","23","200","43.90","48","65","51","48.48"
"892","Ilya Solovyov","CGY","D","10","158.95","140","170","45.16","104","113","47.93","75","77","49.34","5","9","35.71","6.16","7.11","46.41","53","78","40.46","27","38","41.54","3","5","37.50","26","40","39.39","1","1","50.00","93","103","47.45","1","3","25.00","6.67","88.31","0.950","16","26","21","156","43.24","43","47","51","45.74"
"215","Brendan Gaunce","CBJ","C","24","281.88333333333","254","309","45.12","172","220","43.88","107","168","38.91","6","16","27.27","10.53","14.27","42.46","113","150","42.97","43","63","40.57","5","8","38.46","70","87","44.59","1","6","14.29","139","185","42.90","0","2","0.00","5.61","90.48","0.961","26","51","44","247","37.14","55","70","96","36.42"
"482","Mason Appleton","WPG","C","82","1315.9333333333","1203","1463","45.12","886","1042","45.95","599","722","45.34","54","51","51.43","61.22","70.49","46.48","564","681","45.30","245","299","45.04","31","27","53.45","319","382","45.51","14","18","43.75","643","927","40.96","9","5","64.29","9.02","92.94","1.020","169","347","250","927","40.33","266","456","491","35.14"
"918","Logan Mailloux","MTL","D","1","21.233333333333","23","28","45.10","20","19","51.28","15","13","53.57","2","1","66.67","1.62","1.24","56.59","10","9","52.63","6","4","60.00","2","0","100.00","4","5","44.44","0","1","0.00","15","19","44.12","0","0","-","13.33","92.31","1.056","2","4","4","12","33.33","6","7","7","46.15"
"2","Jeff Carter","PIT","C","72","899.13333333333","805","981","45.07","563","687","45.04","391","449","46.55","24","35","40.68","40.67","47.47","46.14","360","462","43.80","155","185","45.59","13","19","40.63","205","277","42.53","4","7","36.36","444","632","41.26","6","9","40.00","6.14","92.20","0.983","79","160","324","776","19.60","145","226","519","21.84"
"325","Alex Wennberg","SEA","C","60","1129.1166666667","1050","1280","45.06","748","908","45.17","518","612","45.84","62","64","49.21","56.78","67.22","45.79","536","582","47.94","222","244","47.64","24","39","38.10","314","338","48.16","20","11","64.52","623","871","41.70","17","13","56.67","11.97","89.54","1.015","227","187","300","716","43.07","386","276","503","43.42"
"902","J.J. Moser","ARI","D","80","1646.3333333333","1472","1796","45.04","1029","1319","43.82","686","936","42.29","73","97","42.94","73.05","99.96","42.22","713","908","43.99","287","380","43.03","40","45","47.06","426","528","44.65","18","30","37.50","794","1116","41.57","11","21","34.38","10.64","89.64","1.003","184","390","391","1234","32.00","436","550","678","39.14"
"128","Charlie Coyle","BOS","C","82","1481.45","1335","1636","44.93","961","1175","44.99","695","793","46.71","80","88","47.62","76.06","90.49","45.67","682","819","45.44","314","346","47.58","43","46","48.31","368","473","43.76","20","23","46.51","773","1056","42.26","16","15","51.61","11.51","88.90","1.004","298","322","470","927","38.80","488","407","817","37.39"
"534","Jake Bean","CBJ","D","72","1175.55","1100","1348","44.93","762","943","44.69","526","670","43.98","40","61","39.60","45","62.5","41.86","480","635","43.05","187","242","43.59","24","30","44.44","293","393","42.71","10","20","33.33","630","768","45.06","6","10","37.50","7.60","90.90","0.985","101","200","173","919","36.86","293","303","352","45.43"
"719","Declan Chisholm","WPG","D","2","23.1","22","27","44.90","15","21","41.67","13","12","52.00","2","1","66.67","0.79","2","28.32","8","19","29.63","3","9","25.00","1","0","100.00","5","10","33.33","1","1","50.00","17","7","70.83","0","0","-","15.38","91.67","1.071","3","3","2","21","60.00","8","7","3","72.73"
"787","Connor McMichael","WSH","C","80","1278.9333333333","1100","1351","44.88","772","965","44.44","525","658","44.38","49","68","41.88","58.74","69.96","45.64","538","614","46.70","235","258","47.67","31","38","44.93","303","356","45.98","9","20","31.03","620","778","44.35","8","7","53.33","9.33","89.67","0.990","220","306","190","1018","53.66","389","391","346","52.93"
"396","Sammy Blais","STL","L","53","513.53333333333","410","504","44.86","281","374","42.90","191","261","42.26","10","21","32.26","16.78","24.2","40.94","182","230","44.17","74","109","40.44","4","10","28.57","108","121","47.16","3","8","27.27","218","287","43.17","3","3","50.00","5.24","91.95","0.972","72","96","61","442","54.14","130","135","119","52.21"
"793","Jayden Struble","MTL","D","56","902.26666666667","799","982","44.86","558","722","43.59","375","487","43.50","34","38","47.22","35.04","48.64","41.87","350","478","42.27","151","222","40.48","18","23","43.90","199","256","43.74","13","9","59.09","461","512","47.38","2","6","25.00","9.07","92.20","1.013","78","138","95","704","45.09","193","251","216","47.19"
"608","Jack Studnicka","VAN","C","5","50.95","39","48","44.83","25","32","43.86","17","26","39.53","3","1","75.00","1.39","3.12","30.83","14","24","36.84","3","13","18.75","1","0","100.00","11","11","50.00","1","1","50.00","24","34","41.38","1","0","100.00","17.65","96.15","1.138","10","14","11","46","47.62","13","23","19","40.63"
"446","Anthony Beauvillier","CHI","L","23","330.3","298","367","44.81","211","263","44.51","136","182","42.77","8","17","32.00","14.79","15.29","49.16","146","174","45.63","71","70","50.35","5","13","27.78","75","104","41.90","2","3","40.00","176","198","47.06","1","1","50.00","5.88","90.66","0.965","50","50","32","261","60.98","100","73","93","51.81"
"28","Trevor Lewis","L.A","C","82","954.13333333333","848","1045","44.80","594","716","45.34","418","483","46.39","30","31","49.18","36.65","49.69","42.45","356","491","42.03","141","187","42.99","13","14","48.15","215","304","41.43","11","13","45.83","466","653","41.64","4","4","50.00","7.18","93.58","1.008","148","180","211","834","41.23","247","252","329","42.88"
"472","Will Borgen","SEA","D","82","1442.1666666667","1288","1587","44.80","928","1149","44.68","637","778","45.02","54","73","42.52","59.39","72.85","44.91","582","725","44.53","258","282","47.78","27","40","40.30","324","443","42.24","16","22","42.11","694","1063","39.50","10","11","47.62","8.48","90.62","0.991","86","262","308","1285","21.83","294","395","617","32.27"
"188","Adam Larsson","SEA","D","81","1858.5833333333","1683","2076","44.77","1121","1541","42.11","761","1030","42.49","68","93","42.24","72.93","106.41","40.67","764","943","44.76","278","385","41.93","28","50","35.90","486","558","46.55","19","29","39.58","1025","1347","43.21","18","14","56.25","8.94","90.97","0.999","247","379","315","1185","43.95","586","525","672","46.58"
"350","Haydn Fleury","T.B","D","24","386.96666666667","344","425","44.73","230","286","44.57","153","198","43.59","17","16","51.52","12.88","16.67","43.60","158","200","44.13","61","66","48.03","9","5","64.29","97","134","41.99","5","6","45.45","186","249","42.76","3","5","37.50","11.11","91.92","1.030","38","98","68","321","35.85","82","130","130","38.68"
"683","Filip Zadina","S.J","R","72","960.46666666667","912","1128","44.71","626","826","43.11","421","577","42.18","30","74","28.85","41.23","54.69","42.98","414","573","41.95","173","222","43.80","13","36","26.53","241","351","40.71","13","23","36.11","508","635","44.44","4","13","23.53","7.13","87.18","0.943","94","174","129","803","42.15","244","259","279","46.65"
